"","Q1","Q4","Q4.1","Q6","Q10","Q11","Q12","Q13","Q16","Q18","Q20","Q26","Q27","Q28","Q29","project_id","city","work_group_id","C_O","P_I_C","LightMon.OFF","LightKey.OFF","LightSurf.OFF","LightMon.ON","LightKey.ON","LightSurf.ON","CRR","UGR","Shading","panelNum","panHeight","ceil_fix","ceil_len","ceil_lam","panelCol","task_type","tl","vseat","wdimen","gtranc","View","Q22","Q23"
"1095",6,5,5,4,5,4,6,4,7,5,4,6,5,4,5,"201509_PBTC_PHL","5070 Parkside Ave # 16, Philadelphia, PA","PBTC_2015_Group1","C","P",526,1277,100,526,1277,100,1,24.5,"3","6","Not Applicable","2","1","3","3","0","2",NA,"1","4","1",4,2
"1096",6,4,6,6,5,4,6,6,1,3,5,6,6,5,5,"201509_PBTC_PHL","5070 Parkside Ave # 16, Philadelphia, PA","PBTC_2015_Group1","C","C",287,538,535,287,538,535,4,17,"3","6","Not Applicable","2","1","3","3","0","2",NA,"1","4","2",1,1
"1097",6,4,6,4,4,6,6,6,3,4,NA,4,3,4,4,"201509_PBTC_PHL","5070 Parkside Ave # 16, Philadelphia, PA","PBTC_2015_Group1","C","C",NA,NA,NA,NA,NA,NA,NA,NA,"3","6","Not Applicable","2","1","3","3","0","2",NA,"1","4","2",2,1
"1098",7,6,6,7,7,4,6,4,7,7,7,7,7,7,7,"201509_PBTC_PHL","5070 Parkside Ave # 16, Philadelphia, PA","PBTC_2015_Group2","O","P",524,220,154,524,220,154,4.5,25.9,"4","1","Not Applicable","2","5","3","2","0","2",NA,"2","4","1",1,1
"1099",6,5,6,3,5,2,6,2,7,7,6,7,7,7,7,"201509_PBTC_PHL","5070 Parkside Ave # 16, Philadelphia, PA","PBTC_2015_Group2","O","P",136,156,319,136,156,319,4,29.4,"4","1","Not Applicable","2","5","3","2","0","2",NA,"2","4","1",5,2
"1100",6,7,6,4,6,6,6,6,7,7,6,7,7,7,5,"201509_PBTC_PHL","5070 Parkside Ave # 16, Philadelphia, PA","PBTC_2015_Group2","O","P",115,88,156,115,88,156,4.5,25.2,"4","1","Not Applicable","2","5","3","2","0","2",NA,"2","4","1",2,1
"1101",7,4,2,2,6,2,2,2,7,6,4,7,7,5,6,"201509_PBTC_PHL","5070 Parkside Ave # 16, Philadelphia, PA","PBTC_2015_Group2","O","P",106,147,208,106,147,208,4.5,28,"4","1","Not Applicable","2","5","3","2","0","2",NA,"2","4","1",2,2
"1102",2,4,6,1,3,6,6,6,6,2,2,6,6,4,4,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_Whole","O","P",67.4,NA,138,67.4,162,253,NA,NA,"5","2","No privacy","3","5","3","1","3","1",100,"1","4","1",4,1
"1103",5,4,2,2,6,6,6,2,4,4,4,4,2,2,2,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_Whole","O","P",181,337,365,181,337,365,NA,NA,"5","2","No privacy","3","5","3","1","3","1",100,"1","4","1",2,1
"1104",5,4,3,2,4,6,6,6,1,5,1,6,2,1,1,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_Whole","O","P",162,335,472,162,335,472,NA,NA,"5","2","No privacy","3","5","3","1","3","1",100,"1","4","1",3,1
"1105",3,6,6,1,3,6,6,6,7,3,4,6,6,5,5,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_Whole","O","P",405,340,301,405,340,301,NA,NA,"5","2","No privacy","3","5","3","1","3","1",100,"1","4","1",3,2
"1106",3,3,5,1,4,4,6,6,6,5,2,6,6,5,5,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_Whole","O","P",245,405,411,245,405,411,NA,NA,"5","2","No privacy","3","5","3","1","3","1",100,"1","4","1",3,1
"1107",6,1,4,1,6,6,6,2,6,5,1,5,2,2,2,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_Whole","O","P",227,201,146,227,201,146,NA,NA,"5","2","No privacy","3","5","3","1","3","1",100,"1","4","1",5,1
"1108",6,6,6,2,6,2,6,2,5,5,6,2,2,3,4,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_Whole","O","P",278,385,635,278,385,635,NA,NA,"5","2","No privacy","3","5","3","1","3","1",100,"1","4","1",3,2
"1109",4,7,7,7,4,6,6,2,7,7,7,7,7,7,7,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_Whole","O","P",233,271,237,233,271,237,NA,NA,"5","2","No privacy","3","5","3","1","3","1",100,"1","4","1",4,1
"1110",6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_Whole","O","P",233,271,237,210,268,289,NA,NA,"5","2","No privacy","3","5","3","1","3","1",100,"1","4","1",3,1
"1111",6,6,7,6,7,6,6,6,7,7,7,7,7,6,6,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_Whole","O","P",291,279,258,355,360,403,NA,NA,"5","2","No privacy","3","5","3","1","3","1",100,"1","4","1",4,2
"1112",4,4,6,2,4,2,6,2,7,4,4,6,6,4,4,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_Whole","O","P",323,400,405,317,377,398,NA,NA,"5","2","No privacy","3","5","3","1","3","1",100,"1","4","1",3,1
"1113",7,6,6,1,6,6,6,6,6,7,6,3,4,3,4,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_Whole","O","P",605,605,660,632,685,647,NA,NA,"5","2","No privacy","3","5","3","1","3","1",100,"1","4","1",4,1
"1114",6,6,6,3,6,6,6,4,6,6,3,4,6,6,6,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_Whole","O","P",228,268,260,228,268,260,NA,NA,"5","2","No privacy","3","5","3","1","3","1",100,"1","4","1",3,2
"1115",7,4,7,2,7,6,6,2,4,7,4,1,1,NA,4,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_Whole","O","P",161,216,238,161,216,238,NA,NA,"5","2","No privacy","3","5","3","1","3","1",100,"1","4","1",5,1
"1116",7,7,6,6,7,6,6,2,7,7,4,4,3,6,6,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_Whole","O","P",408,500,940,508,505,463,NA,NA,"5","2","No privacy","3","5","3","1","3","1",100,"1","4","1",4,1
"1117",6,2,3,1,3,1,6,1,5,4,1,1,1,1,1,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_Whole","O","P",NA,NA,NA,NA,NA,NA,NA,NA,"5","2","No privacy","3","5","3","1","3","1",100,"1","4","1",4,2
"1118",6,6,6,3,6,1,6,1,7,6,4,6,6,4,6,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_Whole","O","P",213,423,428,295,445,555,NA,NA,"5","2","No privacy","3","5","3","1","3","1",100,"1","4","1",4,1
"1119",4,5,4,4,3,6,2,4,5,3,4,6,6,5,4,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_Whole","O","P",363,475,473,365,484,574,NA,NA,"5","2","No privacy","3","5","3","1","3","1",100,"1","4","1",4,1
"1120",7,6,7,6,6,6,6,6,7,7,7,7,7,7,5,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_Whole","O","P",336,405,405,300,441,655,NA,NA,"5","2","No privacy","3","5","3","1","3","1",100,"1","4","1",5,1
"1121",6,5,6,3,5,2,6,2,7,7,5,6,6,6,6,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_Whole","O","P",228,283,319,205,308,380,NA,NA,"5","2","No privacy","3","5","3","1","3","1",100,"1","4","1",1,1
"1122",6,7,7,5,5,2,6,2,7,7,4,6,6,6,6,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_Whole","O","P",292,379,35,243,518,320,NA,NA,"5","2","No privacy","3","5","3","1","3","1",100,"1","4","1",1,1
"1123",2,6,6,4,7,6,6,6,7,6,4,7,7,6,6,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_5400","O","P",336,379,405,336,379,405,NA,NA,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",2,2
"1124",7,7,6,3,7,6,6,6,7,6,3,6,5,6,6,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_5400","O","P",255,346,397,255,346,397,NA,NA,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",2,2
"1125",4,7,6,3,6,6,6,6,5,5,3,5,5,5,6,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_5400","O","P",258,290,308,420,666,1046,NA,NA,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",3,2
"1126",6,4,6,2,5,6,6,6,6,6,3,6,6,6,6,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_5400","O","P",288,400,426,288,400,426,NA,NA,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",4,1
"1127",6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_5400","O","P",302,417,480,302,417,480,NA,NA,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",2,1
"1128",6,7,3,3,6,6,6,6,7,6,6,6,6,6,6,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_5400","O","P",292,462,508,292,462,508,NA,NA,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",4,1
"1129",6,5,4,1,6,6,6,6,6,6,1,5,6,2,2,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_5400","O","P",231,347,410,231,347,410,NA,NA,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",2,1
"1130",6,6,3,2,6,1,1,1,7,6,3,6,6,3,3,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_5400","O","P",353,560,523,353,560,523,NA,NA,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",4,1
"1131",7,7,7,2,7,6,6,6,4,7,6,6,6,6,7,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_5400","O","P",950,605,520,950,605,520,NA,NA,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",2,2
"1132",6,6,4,2,6,6,6,6,6,6,4,6,6,5,5,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_5400","O","P",310,410,425,310,410,425,NA,NA,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",3,2
"1133",6,5,2,5,3,2,6,3,7,3,5,6,6,6,6,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_5400","O","P",477,526,531,477,526,531,NA,NA,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",3,2
"1134",6,6,6,6,6,NA,6,NA,6,6,6,6,5,6,6,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_5400","O","P",262,395,401,262,395,401,NA,NA,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",4,2
"1135",7,6,6,2,7,4,6,4,7,7,NA,7,7,3,3,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_5400","O","P",289,443,420,289,443,420,NA,NA,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",5,1
"1136",6,2,2,1,6,6,6,6,5,6,1,6,6,1,1,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_5400","O","P",251,401,500,251,401,500,NA,NA,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",3,2
"1137",6,6,6,4,5,6,6,6,6,3,6,7,6,6,6,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_5400","O","P",143,164,181,150,285,191,NA,NA,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",6,2
"1138",6,6,7,2,7,6,4,2,6,7,2,6,6,5,6,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_5400","O","P",184,141,188,184,207,208,NA,NA,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",4,2
"1139",6,3,3,1,5,6,6,3,7,6,1,5,5,1,2,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_5400","O","P",414,442,456,414,442,456,NA,NA,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",2,1
"1140",1,6,6,2,5,2,6,2,5,4,5,6,6,4,3,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_5400","O","P",267,178,492,242,172,478,NA,NA,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",5,1
"1141",5,3,3,2,4,2,6,4,6,3,1,7,7,2,2,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_5400","O","P",147,157,169,182,191,227,NA,NA,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",2,1
"1142",4,4,4,4,5,3,6,4,4,4,4,4,4,4,4,"GSA_DC","1800 F St NW, Washington DC","GSA HQ_5100","O","I",364,429,503,364,429,503,2,19.8,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",3,2
"1143",6,6,3,1,6,6,6,6,6,6,1,6,6,5,5,"GSA_DC","1800 F St NW, Washington DC","GSA HQ_5100","O","P",405,175,479,405,175,479,2.5,13.8,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",4,2
"1144",4,3,4,2,4,2,6,2,4,4,2,3,3,2,1,"GSA_DC","1800 F St NW, Washington DC","GSA HQ_5100","O","I",250,431,415,250,431,415,2.5,12.6,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",3,2
"1145",1,6,4,2,4,6,6,2,7,5,3,5,5,3,3,"GSA_DC","1800 F St NW, Washington DC","GSA HQ_5100","O","I",187,159,248,187,159,248,3.5,14.8,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",3,1
"1146",7,6,6,6,6,6,6,6,7,7,6,6,6,6,7,"GSA_DC","1800 F St NW, Washington DC","GSA HQ_5100","O","P",400,260,290,400,260,290,4,12.1,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",4,2
"1147",5,5,5,1,5,5,5,2,5,3,1,1,5,3,2,"GSA_DC","1800 F St NW, Washington DC","GSA HQ_5100","O","I",314,444,750,350,420,520,2.5,12.9,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",NA,2
"1148",6,6,5,5,6,6,6,6,6,6,6,6,6,6,6,"GSA_DC","1800 F St NW, Washington DC","GSA HQ_5100","O","I",390,500,495,416,555,608,2,14.8,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",NA,1
"1149",6,4,6,5,NA,2,6,2,7,7,5,2,2,6,6,"GSA_DC","1800 F St NW, Washington DC","GSA HQ_5100","O","P",900,888,700,900,888,700,2.5,15.4,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",4,2
"1150",7,5,6,3,7,6,6,6,5,7,4,6,5,6,6,"GSA_DC","1800 F St NW, Washington DC","GSA HQ_5100","O","I",320,437,501,440,435,534,2,14.5,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",1,2
"1151",3,5,5,2,3,2,6,2,6,4,NA,3,4,4,4,"GSA_DC","1800 F St NW, Washington DC","GSA HQ_5100","O","P",616,430,430,523,1187,317,2.5,16.8,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",4,1
"1152",7,1,2,1,6,6,6,6,3,5,1,6,7,3,3,"GSA_DC","1800 F St NW, Washington DC","GSA HQ_5100","O","I",264,361,368,263,345,555,2,17.7,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",2,1
"1153",7,7,6,4,7,6,6,6,7,7,4,7,7,6,6,"GSA_DC","1800 F St NW, Washington DC","GSA HQ_5100","O","P",454,414,423,454,414,423,2.5,22.6,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",4,1
"1154",6,5,5,5,6,6,6,6,5,6,4,6,6,6,6,"GSA_DC","1800 F St NW, Washington DC","GSA HQ_5100","O","P",373,420,419,373,420,419,1.5,18.5,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",1,1
"1155",6,2,3,1,4,4,6,4,7,4,1,7,6,4,4,"GSA_DC","1800 F St NW, Washington DC","GSA HQ_5100","O","P",255,364,484,255,364,484,2,16.7,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",1,2
"1156",4,6,6,3,4,6,6,2,7,4,4,6,6,6,6,"GSA_DC","1800 F St NW, Washington DC","GSA HQ_5100","O","P",503,625,740,577,627,1186,1.5,15.2,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",1,2
"1157",6,2,3,6,2,1,6,1,6,3,1,2,2,3,3,"GSA_DC","1800 F St NW, Washington DC","GSA HQ_5100","O","P",1493,404,1055,1493,404,1055,2,20.3,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",2,2
"1158",3,2,4,1,5,2,6,3,6,2,1,4,3,1,1,"GSA_DC","1800 F St NW, Washington DC","GSA HQ_5100","O","P",287,393,434,274,372,549,2.5,17,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",5,2
"1159",6,5,7,2,6,2,6,2,6,5,2,6,6,5,6,"GSA_DC","1800 F St NW, Washington DC","GSA HQ_5100","O","I",326,460,448,326,460,448,2.5,15.6,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",1,2
"1160",7,4,4,2,6,6,6,2,5,6,1,6,6,4,5,"GSA_DC","1800 F St NW, Washington DC","GSA HQ_5100","O","I",423,454,440,423,454,440,3,14.3,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",3,1
"1161",7,5,7,1,7,6,6,6,7,7,2,2,5,5,7,"GSA_DC","1800 F St NW, Washington DC","GSA HQ_5100","O","P",NA,NA,NA,NA,NA,NA,NA,NA,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",5,2
"1162",7,6,6,6,6,NA,NA,NA,7,7,7,NA,NA,NA,NA,"GSA_DC","1800 F St NW, Washington DC","GSA HQ_5100","O","P",418,376,370,449,393,410,2.5,14.8,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",4,1
"1163",4,4,3,2,4,3,6,3,6,4,3,5,4,4,4,"GSA_DC","1800 F St NW, Washington DC","GSA HQ_5100","O","I",1162,1076,1336,1162,1076,1336,1.5,23.3,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",2,2
"1164",2,5,5,1,2,3,6,3,6,2,2,5,5,3,2,"GSA_DC","1800 F St NW, Washington DC","GSA HQ_5100","O","P",545,457,429,543,525,475,2.5,22.1,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",3,1
"1165",2,4,7,1,2,6,6,6,5,5,3,7,7,6,6,"GSA_DC","1800 F St NW, Washington DC","GSA HQ_5100","O","P",NA,NA,NA,NA,NA,NA,NA,NA,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",4,1
"1166",6,6,5,2,7,6,6,6,2,6,3,NA,NA,4,5,"GSA_DC","1800 F St NW, Washington DC","GSA HQ_G0","O","I",368,650,700,368,650,700,2.5,14.8,"3","2","No privacy","1","4","3","1","3","1",25,"1","2","1",4,2
"1167",2,6,3,6,6,6,6,6,1,5,6,7,7,6,6,"GSA_DC","1800 F St NW, Washington DC","GSA HQ_G0","O","P",273,347,266,291,315,1221,6.5,6.7,"3","2","No privacy","1","4","3","1","3","1",25,"1","2","1",3,1
"1168",4,2,4,4,2,6,6,6,1,2,4,6,6,3,2,"GSA_DC","1800 F St NW, Washington DC","GSA HQ_G0","O","I",39,47,48,50,230,226,6,12.2,"3","2","No privacy","1","4","3","1","3","1",25,"1","2","1",4,1
"1169",6,4,4,2,6,6,6,6,1,4,4,5,5,4,4,"GSA_DC","1800 F St NW, Washington DC","GSA HQ_G0","O","P",6,8,8,12,39,73,15.5,6.6,"3","2","No privacy","1","4","3","1","3","1",25,"1","2","2",4,1
"1170",6,4,6,2,5,2,6,3,5,5,2,6,6,4,4,"GSA_DC","1800 F St NW, Washington DC","GSA HQ_G0","O","P",12,21,25,20,35,48,8,9.3,"3","2","No privacy","1","4","3","1","3","1",25,"1","2","1",2,2
"1171",6,6,6,4,6,3,6,3,3,6,3,6,6,5,5,"GSA_DC","1800 F St NW, Washington DC","GSA HQ_G0","O","P",73,65,65,92,300,810,6.5,7.8,"3","2","No privacy","1","4","3","1","3","1",25,"1","2","1",3,2
"1172",7,6,6,5,5,6,6,6,1,5,1,7,6,6,6,"GSA_DC","1800 F St NW, Washington DC","GSA HQ_G0","O","P",409,516,557,382,1388,707,2.5,10.6,"3","2","No privacy","1","4","3","1","3","1",25,"1","2","1",2,2
"1173",7,6,6,5,5,6,6,6,2,5,5,5,6,4,4,"GSA_DC","1800 F St NW, Washington DC","GSA HQ_G0","O","I",460,537,654,752,74,652,2.5,8.4,"3","2","No privacy","1","4","3","1","3","1",25,"1","2","1",2,2
"1174",4,4,3,2,3,6,6,6,3,4,4,4,4,3,3,"GSA_DC","1800 F St NW, Washington DC","GSA HQ_G0","O","P",310,444,666,389,455,730,3,9.2,"3","2","No privacy","1","4","3","1","3","1",25,"1","2","1",2,2
"1175",7,6,5,3,7,6,6,6,6,6,2,4,4,4,4,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_2200","O","I",265,459,475,331,455,500,2,18.5,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",3,1
"1176",4,3,5,1,4,3,6,6,7,4,1,6,6,2,2,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_2200","O","P",504,542,498,504,542,498,2.5,13.5,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",2,1
"1177",7,6,6,4,7,6,6,6,7,7,4,4,5,4,4,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_2200","O","P",629,563,581,616,674,883,2,12.5,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",4,1
"1178",4,4,4,3,7,3,6,3,4,4,4,7,7,7,6,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_2200","O","P",660,528,506,702,663,535,2,16.8,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",3,1
"1179",4,4,3,1,2,3,6,4,5,3,1,6,5,1,1,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_2200","O","P",254,391,467,238,507,608,2,13,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",3,2
"1180",3,6,2,2,3,4,6,6,6,3,4,5,4,3,4,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_2200","O","P",439,389,529,441,736,661,2.5,16.6,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",3,1
"1181",7,6,2,1,5,4,6,4,6,5,2,1,1,3,2,"GSA_DC","1800 F St NW, Washington DC","GSA_HQ_2200","O","P",1882,1395,1293,1882,1395,1293,1,18.6,"5","2","No privacy","5","6","5","1","3","1",100,"1","4","1",2,2
"1182",6,5,6,3,5,2,6,2,4,4,3,5,6,6,5,"GSA_FWT","819 Taylor St, Fort Worth, TX 76102","GSA_FWT_12F","O","P",47,128,135,47,128,135,2,18.1,"5","5","No privacy","3","1","3","1","1","1",50,"1","4","1",2,1
"1183",7,6,6,4,7,6,6,6,6,7,6,6,6,6,6,"GSA_FWT","819 Taylor St, Fort Worth, TX 76102","GSA_FWT_12F","O","I",163,348,420,163,348,420,2,12.8,"5","5","No privacy","3","1","3","1","1","1",50,"1","4","1",4,2
"1184",2,6,5,4,2,4,6,6,6,3,3,6,6,3,3,"GSA_FWT","819 Taylor St, Fort Worth, TX 76102","GSA_FWT_12F","O","P",25,48,50,47,89,77,5.5,18.6,"5","5","No privacy","3","1","3","1","1","1",50,"1","4","1",3,1
"1185",7,5,5,4,7,6,6,6,7,7,6,7,7,5,4,"GSA_FWT","819 Taylor St, Fort Worth, TX 76102","GSA_FWT_12F","O","P",300,411,342,300,411,342,2.5,11.2,"5","5","No privacy","3","1","3","1","1","1",50,"1","4","1",4,2
"1186",7,6,4,7,6,6,6,6,7,6,7,5,5,6,6,"GSA_FWT","819 Taylor St, Fort Worth, TX 76102","GSA_FWT_12F","O","P",135,303,310,145,345,412,3,12.3,"5","5","No privacy","3","1","3","1","1","1",50,"1","4","1",5,2
"1187",NA,4,3,4,4,1,1,6,6,2,2,3,4,1,2,"GSA_FWT","819 Taylor St, Fort Worth, TX 76102","GSA_FWT_12F","O","P",NA,NA,NA,NA,NA,NA,NA,NA,"5","5","No privacy","3","1","3","1","1","1",50,"1","4","1",3,2
"1188",2,2,6,1,2,6,6,3,6,2,1,6,6,5,2,"GSA_FWT","819 Taylor St, Fort Worth, TX 76102","GSA_FWT_12F","O","P",163,382,357,212,448,811,1,16.9,"5","5","No privacy","3","1","3","1","1","1",50,"1","4","1",5,2
"1189",4,3,5,2,5,6,6,6,7,5,5,7,7,5,7,"GSA_FWT","819 Taylor St, Fort Worth, TX 76102","GSA_FWT_12F","O","P",86,182,204,86,182,204,1.5,17,"5","5","No privacy","3","1","3","1","1","1",50,"1","4","1",5,2
"1190",7,5,6,1,6,6,6,6,5,6,1,7,7,5,2,"GSA_FWT","819 Taylor St, Fort Worth, TX 76102","GSA_FWT_12F","O","P",133,303,322,149,330,337,2,14.1,"5","5","No privacy","3","1","3","1","1","1",50,"1","4","2",3,2
"1191",7,6,6,5,7,6,6,6,2,7,5,6,6,5,5,"GSA_FWT","819 Taylor St, Fort Worth, TX 76102","GSA_FWT_12F","O","I",64,188,192,68,209,194,4,9.6,"5","5","No privacy","3","1","3","1","1","1",50,"1","4","2",4,1
"1192",7,7,3,7,7,6,6,6,6,7,7,6,6,5,6,"GSA_FWT","819 Taylor St, Fort Worth, TX 76102","GSA_FWT_12F","O","P",175,364,382,170,380,403,2,21.4,"5","5","No privacy","3","1","3","1","1","1",50,"1","4","1",2,1
"1193",7,4,4,3,7,2,6,2,7,7,6,7,7,7,7,"GSA_FWT","819 Taylor St, Fort Worth, TX 76102","GSA_FWT_12F","O","P",103,215,318,116,224,320,1.5,15,"5","5","No privacy","3","1","3","1","1","1",50,"1","4","1",5,2
"1194",6,4,6,3,5,6,6,2,4,4,3,5,6,4,4,"GSA_FWT","819 Taylor St, Fort Worth, TX 76102","GSA_FWT_12F","O","P",225,398,334,243,452,1046,1.5,17.5,"5","5","No privacy","3","1","3","1","1","1",50,"1","4","1",4,2
"1195",6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,"GSA_FWT","819 Taylor St, Fort Worth, TX 76102","GSA_FWT_12F","O","P",124,357,400,124,357,400,2,9.9,"5","5","No privacy","3","1","3","1","1","1",50,"1","4","1",2,1
"1196",5,5,NA,3,3,1,6,2,3,5,4,6,5,5,4,"GSA_FWT","819 Taylor St, Fort Worth, TX 76102","GSA_FWT_12F","O","P",121,311,364,121,311,364,2.5,15.1,"5","5","No privacy","3","1","3","1","1","1",50,"1","4","1",2,2
"1197",6,4,5,4,4,4,6,3,3,4,4,7,7,5,5,"GSA_FWT","819 Taylor St, Fort Worth, TX 76102","GSA_FWT_12F","O","I",159,263,377,173,280,362,2,12.6,"5","5","No privacy","3","1","3","1","1","1",50,"1","4","1",3,1
"1198",4,4,5,4,4,2,3,2,7,6,3,7,6,4,4,"GSA_FWT","819 Taylor St, Fort Worth, TX 76102","GSA_FWT_12F","O","P",170,319,385,263,343,397,1.5,13.4,"5","5","No privacy","3","1","3","1","1","1",50,"1","4","1",3,1
"1199",6,5,6,5,6,1,1,6,NA,NA,NA,NA,NA,NA,NA,"GSA_FWT","819 Taylor St, Fort Worth, TX 76102","GSA_FWT_12F","O","I",115,294,254,102,402,899,3,14,"5","5","No privacy","3","1","3","1","1","1",50,"1","4","1",NA,NA
"1200",6,4,6,2,6,6,6,6,7,6,3,6,6,6,6,"GSA_FWT","819 Taylor St, Fort Worth, TX 76102","GSA_FWT_12F","O","P",140,328,202,161,386,567,1.5,18.7,"5","5","No privacy","3","1","3","1","1","1",50,"1","4","1",3,2
"1201",6,6,5,6,6,6,6,6,6,6,2,7,5,6,6,"GSA_FWT","819 Taylor St, Fort Worth, TX 76102","GSA_FWT_12F","O","P",92,279,282,120,386,411,2.5,13.4,"5","5","No privacy","3","1","3","1","1","1",50,"1","4","2",4,1
